Date,Stock A,Stock B,Market Cap A,Market Cap B,Month,Stock A % Change,Stock B % Change
2015-05-07,179.86374,123.95169657,109495.17847625616,95388.62719628094,2015-05,0.6153260593758203,0.019804021318869935
2015-05-08,182.1204,125.31380864999998,110868.9594810336,96436.85812005289,2015-05,1.254649769875793,1.098905555706331
2015-05-11,181.3266,126.01325872,110385.71993161441,96975.12894502675,2015-05,-0.4358655043586457,0.5581588154850214
2015-05-12,181.51938,125.54696297,110503.07810790192,96616.28503493278,2015-05,0.10631644777985283,-0.37003705382788743
2015-05-13,182.92554,128.16073272,111359.10245258737,98627.74526628882,2015-05,0.7746610857749747,2.0819059961048714
2015-05-14,185.0121,130.614982275,112629.3321253464,100516.44467361257,2015-05,1.140660839377583,1.9149777805671064
2015-05-15,185.1822,131.118104755,112732.88345736479,100903.62906887969,2015-05,0.09193993257736732,0.38519507581504797
2015-05-18,184.69458,131.01992807,112436.03630557872,100828.07593436053,2015-05,-0.26331904470299206,-0.07487652844239134
2015-05-19,184.97808,129.84188519,112608.62185894272,99921.49783812533,2015-05,0.1534966537729554,-0.8991325955930884
2015-05-20,183.5946,130.357284106,111766.4043585264,100318.12972309456,2015-05,-0.7479156449239799,0.3969434941935912
2015-05-21,183.77604,130.51680559,111876.85911267936,100440.89153909341,2015-05,0.09882643607164177,0.1223725126631825
2015-05-22,182.55132,129.97686927,111131.28952214688,100025.37657831896,2015-05,-0.6664198445020308,-0.41369103201630564
2015-05-25,182.55132,129.97686927,111131.28952214688,100025.37657831896,2015-05,0.0,0.0
2015-05-26,180.97506,128.651576186,110171.71384544305,99005.48018792068,2015-05,-0.8634612995403135,-1.019637641253679
2015-05-27,182.59668,129.31422014999998,111158.90321068511,99515.42639918665,2015-05,0.8960461181778179,0.5150686712473318
2015-05-28,182.42658,129.69464272,111055.35187866673,99808.18549576172,2015-05,-0.09315612967333298,0.2941846376668611
2015-05-29,180.39672,127.86622199999998,109819.63931658048,98401.10074223,2015-05,-1.1126996954062385,-1.409788933184708
2015-06-01,180.28332,127.69441119,109750.60509523487,98268.88151686326,2015-06,-0.06286145335678839,-0.1343676283795947
